Comunidad,Fecha,Casos,IA14,Fallecidos,CasosDiarios,FallecidosDiarios,number_file
Islas Baleares,2020-12-04,25288,204.88,425,267,2,265
Islas Canarias,2020-12-04,21753,86.38,346,162,0,265
La Rioja,2020-12-04,16881,340.91,561,43,1,265
Melilla,2020-12-04,4152,344.56,43,8,0,265
País Vasco,2020-12-04,99716,342.06,2568,512,4,265
Principado de Asturias,2020-12-04,24175,344.35,1073,229,19,265
Región de Murcia,2020-12-04,55116,192.72,623,249,3,265
Andalucía,2020-12-07,242241,204.26,4367,3458,71,266
Aragón,2020-12-07,75088,280.53,2395,554,35,266
Cantabria,2020-12-07,16221,287.4,331,318,7,266
Castilla y León,2020-12-07,124714,264.47,4698,1281,51,266
Castilla-La Mancha,2020-12-07,88827,243.06,3839,871,14,266
Cataluña,2020-12-07,312605,205.47,8171,2464,45,266
Ceuta,2020-12-07,2881,188.73,55,27,0,266
Comunidad de Madrid,2020-12-07,356659,222.14,11445,2333,19,266
Comunidad Foral de Navarra,2020-12-07,40293,220.72,908,261,15,266
Comunidad Valenciana,2020-12-07,110704,210.14,2460,2118,16,266
España,2020-12-07,1702328,215.1,46646,17681,394,266
Extremadura,2020-12-07,29731,187.04,982,270,11,266
Galicia,2020-12-07,52326,178.81,1253,769,7,266
Islas Baleares,2020-12-07,25941,222.37,425,653,0,266
Islas Canarias,2020-12-07,21753,71.19,346,0,0,266
La Rioja,2020-12-07,17025,299.24,567,144,6,266
Melilla,2020-12-07,4176,287.9,42,24,-1,266
País Vasco,2020-12-07,100944,308.73,2574,1228,6,266
Principado de Asturias,2020-12-07,24692,304.17,1153,517,80,266
Región de Murcia,2020-12-07,55507,172.7,635,391,12,266
Andalucía,2020-12-09,243063,171.06,4437,822,70,267
Aragón,2020-12-09,75321,254.61,2416,233,21,267
Cantabria,2020-12-09,16382,270.02,336,161,5,267
Castilla y León,2020-12-09,125107,224.83,4711,393,13,267
Castilla-La Mancha,2020-12-09,89435,225.2,3855,608,16,267
Cataluña,2020-12-09,314471,187.1,8248,1866,77,267
Ceuta,2020-12-09,2881,142.73,55,0,0,267
Comunidad de Madrid,2020-12-09,357531,190.95,11449,872,4,267
Comunidad Foral de Navarra,2020-12-09,40404,202.99,910,111,2,267
Comunidad Valenciana,2020-12-09,112231,194.33,2491,1527,31,267
España,2020-12-09,1712101,193.26,47019,9773,373,267
Extremadura,2020-12-09,29888,165.87,985,157,3,267
Galicia,2020-12-09,52956,171.81,1267,630,14,267
Islas Baleares,2020-12-09,26348,227.59,425,407,0,267
Islas Canarias,2020-12-09,22493,93.48,353,740,7,267
La Rioja,2020-12-09,17094,267.99,572,69,5,267
Melilla,2020-12-09,4187,227.78,42,11,0,267
País Vasco,2020-12-09,101732,286.67,2653,788,79,267
Principado de Asturias,2020-12-09,24903,264.18,1179,211,26,267
Región de Murcia,2020-12-09,55674,148.47,635,167,0,267
Andalucía,2020-12-10,243636,155.01,4492,573,55,268
Aragón,2020-12-10,75322,240.66,2434,1,18,268
Cantabria,2020-12-10,16426,257.11,339,44,3,268
Castilla y León,2020-12-10,125573,214.92,4770,466,59,268
Castilla-La Mancha,2020-12-10,89734,214.92,3871,299,16,268
Cataluña,2020-12-10,315872,186.44,8291,1401,43,268
Ceuta,2020-12-10,2894,141.55,56,13,1,268
Comunidad de Madrid,2020-12-10,359246,195.86,11497,1715,48,268
Comunidad Foral de Navarra,2020-12-10,40504,196.57,913,100,3,268
Comunidad Valenciana,2020-12-10,113926,199.15,2521,1695,30,268
España,2020-12-10,1720056,188.72,47344,7955,325,268
Extremadura,2020-12-10,29956,155.94,990,68,5,268
Galicia,2020-12-10,53298,167.88,1277,342,10,268
Islas Baleares,2020-12-10,26574,232.28,426,226,1,268
Islas Canarias,2020-12-10,22702,96.92,354,209,1,268
La Rioja,2020-12-10,17130,250,573,36,1,268
Melilla,2020-12-10,4214,241.65,42,27,0,268
País Vasco,2020-12-10,102163,277.97,2654,431,1,268
Principado de Asturias,2020-12-10,25025,250.49,1197,122,18,268
Región de Murcia,2020-12-10,55861,142.31,647,187,12,268
Andalucía,2020-12-11,244828,147.48,4524,1192,32,269
Aragón,2020-12-11,75638,239.14,2450,316,16,269
Cantabria,2020-12-11,16532,258.31,340,106,1,269
Castilla y León,2020-12-11,126229,208.54,4812,656,42,269
Castilla-La Mancha,2020-12-11,90337,224.86,3895,603,24,269
Cataluña,2020-12-11,317636,191.76,8330,1764,39,269
Ceuta,2020-12-11,2907,145.09,56,13,0,269
Comunidad de Madrid,2020-12-11,361368,207.36,11537,2122,40,269
Comunidad Foral de Navarra,2020-12-11,40611,188.16,914,107,1,269
Comunidad Valenciana,2020-12-11,115386,200.27,2548,1460,27,269
España,2020-12-11,1730575,189.56,47624,10519,280,269
Extremadura,2020-12-11,30106,145.17,996,150,6,269
Galicia,2020-12-11,53732,167.18,1287,434,10,269
Islas Baleares,2020-12-11,26888,238.2,427,314,1,269
Islas Canarias,2020-12-11,22943,102.77,358,241,4,269
La Rioja,2020-12-11,17184,246.53,573,54,0,269
Melilla,2020-12-11,4242,252.06,42,28,0,269
País Vasco,2020-12-11,102762,275.53,2666,599,12,269
Principado de Asturias,2020-12-11,25159,235.53,1211,134,14,269
Región de Murcia,2020-12-11,56087,139.7,658,226,11,269
Andalucía,2020-12-14,248010,145.69,4582,3182,58,270
Aragón,2020-12-14,76246,227.93,2471,608,21,270
Cantabria,2020-12-14,16743,242.31,345,211,5,270
Castilla y León,2020-12-14,127094,190.58,4855,865,43,270
Castilla-La Mancha,2020-12-14,91305,228.4,3949,968,54,270
Cataluña,2020-12-14,321275,206.52,8402,3639,72,270
Ceuta,2020-12-14,2930,136.83,56,23,0,270
Comunidad de Madrid,2020-12-14,365184,227.23,11556,3816,19,270
Comunidad Foral de Navarra,2020-12-14,40864,189.08,919,253,5,270
Comunidad Valenciana,2020-12-14,117532,192.49,2578,2146,30,270
España,2020-12-14,1751884,193.65,48013,21309,389,270
Extremadura,2020-12-14,30575,165.03,1012,469,16,270
Galicia,2020-12-14,54704,166.99,1299,972,12,270
Islas Baleares,2020-12-14,27871,280.13,427,983,0,270
Islas Canarias,2020-12-14,23578,116.1,366,635,8,270
La Rioja,2020-12-14,17344,212.12,575,160,2,270
Melilla,2020-12-14,4262,227.78,43,20,1,270
País Vasco,2020-12-14,104159,268.46,2672,1397,6,270
Principado de Asturias,2020-12-14,25616,222.33,1238,457,27,270
Región de Murcia,2020-12-14,56592,143.05,668,505,10,270
Andalucía,2020-12-15,248611,140.69,4631,601,49,271
Aragón,2020-12-15,76446,225.73,2503,200,32,271
Cantabria,2020-12-15,16813,236.46,351,70,6,271
Castilla y León,2020-12-15,127478,185.87,4886,384,31,271
Castilla-La Mancha,2020-12-15,91921,239.56,3960,616,11,271
Cataluña,2020-12-15,323087,209.99,8452,1812,50,271
Ceuta,2020-12-15,2947,145.09,57,17,1,271
Comunidad de Madrid,2020-12-15,367188,237.21,11590,2004,34,271
Comunidad Foral de Navarra,2020-12-15,40977,194.43,926,113,7,271
Comunidad Valenciana,2020-12-15,120373,227.31,2609,2841,31,271
España,2020-12-15,1762212,198.77,48401,10328,388,271
Extremadura,2020-12-15,30627,155.94,1015,52,3,271
Galicia,2020-12-15,55026,167.48,1305,322,6,271
Islas Baleares,2020-12-15,28172,291.62,429,301,2,271
Islas Canarias,2020-12-15,23718,117.77,368,140,2,271
La Rioja,2020-12-15,17377,211.81,576,33,1,271
Melilla,2020-12-15,4286,228.94,43,24,0,271
País Vasco,2020-12-15,104612,266.69,2770,453,98,271
Principado de Asturias,2020-12-15,25746,220.57,1251,130,13,271
Región de Murcia,2020-12-15,56807,145.53,679,215,11,271
Andalucía,2020-12-16,249714,136.46,4656,1103,25,272
Aragón,2020-12-16,76714,218.98,2516,268,13,272
Cantabria,2020-12-16,16897,216.84,355,84,4,272
Castilla y León,2020-12-16,127984,180.28,4900,506,14,272
Castilla-La Mancha,2020-12-16,92514,244.14,3976,593,16,272
Cataluña,2020-12-16,324940,214.96,8475,1853,23,272
Ceuta,2020-12-16,2952,134.47,57,5,0,272
Comunidad de Madrid,2020-12-16,369522,248.4,11619,2334,29,272
Comunidad Foral de Navarra,2020-12-16,41074,197.49,928,97,2,272
Comunidad Valenciana,2020-12-16,122452,239,2651,2079,42,272
España,2020-12-16,1773290,201.16,48596,11078,195,272
Extremadura,2020-12-16,30634,141.05,1020,7,5,272
Galicia,2020-12-16,55467,169.92,1306,441,1,272
Islas Baleares,2020-12-16,28563,307.01,432,391,3,272
Islas Canarias,2020-12-16,24036,123.76,370,318,2,272
La Rioja,2020-12-16,17429,201.07,576,52,0,272
Melilla,2020-12-16,4306,226.62,43,20,0,272
País Vasco,2020-12-16,105231,266.69,2771,619,1,272
Principado de Asturias,2020-12-16,25864,208.64,1258,118,7,272
Región de Murcia,2020-12-16,56997,141.91,687,190,8,272
Andalucía,2020-12-17,251169,137.67,4681,1455,25,273
Aragón,2020-12-17,76933,213.37,2525,219,9,273
Cantabria,2020-12-17,16973,209.44,359,76,4,273
Castilla y León,2020-12-17,128511,180.83,4933,527,33,273
Castilla-La Mancha,2020-12-17,93179,251.03,3997,665,21,273
Cataluña,2020-12-17,326907,221.61,8502,1967,27,273
Ceuta,2020-12-17,2959,132.11,57,7,0,273
Comunidad de Madrid,2020-12-17,371876,262.13,11635,2354,16,273
Comunidad Foral de Navarra,2020-12-17,41205,199.32,928,131,0,273
Comunidad Valenciana,2020-12-17,124561,254.77,2668,2109,17,273
España,2020-12-17,1785421,207.26,48777,12131,181,273
Extremadura,2020-12-17,31649,219.44,1021,1015,1,273
Galicia,2020-12-17,55680,164.92,1307,213,1,273
Islas Baleares,2020-12-17,28965,322.41,434,402,2,273
Islas Canarias,2020-12-17,24275,124.87,375,239,5,273
La Rioja,2020-12-17,17477,201.71,576,48,0,273
Melilla,2020-12-17,4341,231.25,43,35,0,273
País Vasco,2020-12-17,105636,256.91,2777,405,6,273
Principado de Asturias,2020-12-17,25955,195.25,1268,91,10,273
Región de Murcia,2020-12-17,57170,138.63,691,173,4,273
Andalucía,2020-12-18,252256,135.95,4723,1087,42,274
Aragón,2020-12-18,77112,207.84,2535,179,10,274
Cantabria,2020-12-18,17048,196.36,362,75,3,274
Castilla y León,2020-12-18,128932,173.91,4951,421,18,274
Castilla-La Mancha,2020-12-18,93870,261.7,4009,691,12,274
Cataluña,2020-12-18,329175,234.27,8511,2268,9,274
Ceuta,2020-12-18,2967,130.93,57,8,0,274
Comunidad de Madrid,2020-12-18,374114,276.99,11637,2238,2,274
Comunidad Foral de Navarra,2020-12-18,41272,197.03,929,67,1,274
Comunidad Valenciana,2020-12-18,126750,271.72,2683,2189,15,274
España,2020-12-18,1797236,214.12,48926,11815,149,274
Extremadura,2020-12-18,31939,231.62,1029,290,8,274
Galicia,2020-12-18,56377,177.66,1314,697,7,274
Islas Baleares,2020-12-18,29423,338.42,437,458,3,274
Islas Canarias,2020-12-18,24531,129.52,378,256,3,274
La Rioja,2020-12-18,17553,212.44,577,76,1,274
Melilla,2020-12-18,4367,250.9,43,26,0,274
País Vasco,2020-12-18,106126,254.74,2777,490,0,274
Principado de Asturias,2020-12-18,26046,181.36,1276,91,8,274
Región de Murcia,2020-12-18,57378,142.31,698,208,7,274
Andalucía,2020-12-21,254998,138.68,4841,2742,118,275
Aragón,2020-12-21,77588,206.32,2552,476,17,275
Cantabria,2020-12-21,17202,168.82,363,154,1,275
Castilla y León,2020-12-21,129619,161.53,4980,687,29,275
Castilla-La Mancha,2020-12-21,95077,277.24,4024,1207,15,275
Cataluña,2020-12-21,333704,266.26,8533,4529,22,275
Ceuta,2020-12-21,2973,106.16,57,6,0,275
Comunidad de Madrid,2020-12-21,377921,300.75,11660,3807,23,275
Comunidad Foral de Navarra,2020-12-21,41504,192.14,945,232,16,275
Comunidad Valenciana,2020-12-21,129463,276.31,2708,2713,25,275
España,2020-12-21,1819249,224.88,49260,22013,334,275
Extremadura,2020-12-21,32786,280.13,1034,847,5,275
Galicia,2020-12-21,57247,177.07,1325,870,11,275
Islas Baleares,2020-12-21,30813,406.97,442,1390,5,275
Islas Canarias,2020-12-21,25127,133.7,388,596,10,275
La Rioja,2020-12-21,17726,218.75,579,173,2,275
Melilla,2020-12-21,4382,237.03,43,15,0,275
País Vasco,2020-12-21,107045,241.65,2781,919,4,275
Principado de Asturias,2020-12-21,26297,151.06,1297,251,21,275
Región de Murcia,2020-12-21,57777,141.44,708,399,10,275
Andalucía,2020-12-22,255563,139.67,4874,565,33,276
Aragón,2020-12-22,77769,209.89,2562,181,10,276
Cantabria,2020-12-22,17264,166.93,363,62,0,276
Castilla y León,2020-12-22,129897,163.45,4992,278,12,276
Castilla-La Mancha,2020-12-22,95594,286.39,4042,517,18,276
Cataluña,2020-12-22,335841,275.03,8542,2137,9,276
Ceuta,2020-12-22,2977,110.88,58,4,1,276
Comunidad de Madrid,2020-12-22,380312,329.71,11680,2391,20,276
Comunidad Foral de Navarra,2020-12-22,41579,193.36,945,75,0,276
Comunidad Valenciana,2020-12-22,131884,309.27,2733,2421,25,276
España,2020-12-22,1829903,236.27,49520,10654,260,276
Extremadura,2020-12-22,33141,305.79,1037,355,3,276
Galicia,2020-12-22,57548,178.18,1333,301,8,276
Islas Baleares,2020-12-22,31316,433.77,447,503,5,276
Islas Canarias,2020-12-22,25288,133.19,394,161,6,276
La Rioja,2020-12-22,17755,223.49,579,29,0,276
Melilla,2020-12-22,4392,239.34,43,10,0,276
País Vasco,2020-12-22,107415,243.46,2881,370,100,276
Principado de Asturias,2020-12-22,26370,148.12,1302,73,5,276
Región de Murcia,2020-12-22,57998,148.94,713,221,5,276
Andalucía,2020-12-23,256664,147.75,4912,1101,38,277
Aragón,2020-12-23,77980,217.69,2577,211,15,277
Cantabria,2020-12-23,17324,162.11,364,60,1,277
Castilla y León,2020-12-23,130242,169.57,5011,345,19,277
Castilla-La Mancha,2020-12-23,96259,305.04,4052,665,10,277
Cataluña,2020-12-23,338303,301.44,8587,2462,45,277
Ceuta,2020-12-23,2985,120.32,58,8,0,277
Comunidad de Madrid,2020-12-23,382855,361.41,11683,2543,3,277
Comunidad Foral de Navarra,2020-12-23,41648,190.3,947,69,2,277
Comunidad Valenciana,2020-12-23,134414,346.88,2756,2530,23,277
España,2020-12-23,1842289,253.74,49698,12386,178,277
Extremadura,2020-12-23,33558,337.54,1041,417,4,277
Galicia,2020-12-23,57920,178.96,1334,372,1,277
Islas Baleares,2020-12-23,31792,455.61,447,476,0,277
Islas Canarias,2020-12-23,25532,139.59,398,244,4,277
La Rioja,2020-12-23,17822,226.64,581,67,2,277
Melilla,2020-12-23,4411,253.22,43,19,0,277
País Vasco,2020-12-23,107879,243,2881,464,0,277
Principado de Asturias,2020-12-23,26469,147.24,1310,99,8,277
Región de Murcia,2020-12-23,58232,160.59,716,234,3,277
Andalucía,2020-12-24,257755,149.92,4950,1091,38,278
Aragón,2020-12-24,78124,214.51,2584,144,7,278
Cantabria,2020-12-24,17398,167.45,365,74,1,278
Castilla y León,2020-12-24,130570,168.57,5021,328,10,278
Castilla-La Mancha,2020-12-24,97015,320.53,4059,756,7,278
Cataluña,2020-12-24,340993,312.21,8608,2690,21,278
Ceuta,2020-12-24,2991,112.06,59,6,1,278
Comunidad de Madrid,2020-12-24,385625,376.71,11687,2770,4,278
Comunidad Foral de Navarra,2020-12-24,41776,195.65,950,128,3,278
Comunidad Valenciana,2020-12-24,136908,376.24,2778,2494,22,278
España,2020-12-24,1854951,262.79,49824,12662,126,278
Extremadura,2020-12-24,34071,371.73,1044,513,3,278
Galicia,2020-12-24,58470,189.29,1335,550,1,278
Islas Baleares,2020-12-24,32320,474.4,452,528,5,278
Islas Canarias,2020-12-24,25532,130.45,398,0,0,278
La Rioja,2020-12-24,17908,244.64,581,86,0,278
Melilla,2020-12-24,4411,223.15,43,0,0,278
País Vasco,2020-12-24,108287,243.37,2881,408,0,278
Principado de Asturias,2020-12-24,26565,143.92,1313,96,3,278
Región de Murcia,2020-12-24,55507,172.7,716,-2725,0,278
Andalucía,2020-12-28,260433,135.69,5032,2678,82,279
Aragón,2020-12-28,78849,199.2,2596,725,12,279
Cantabria,2020-12-28,17667,158.33,381,269,16,279
Castilla y León,2020-12-28,131180,140.57,5039,610,18,279
Castilla-La Mancha,2020-12-28,98196,293.92,4067,1181,8,279
Cataluña,2020-12-28,346643,321.75,8649,5650,41,279
Ceuta,2020-12-28,3020,104.98,59,29,0,279
Comunidad de Madrid,2020-12-28,388498,334.03,11692,2873,5,279
Comunidad Foral de Navarra,2020-12-28,42099,186.64,955,323,5,279
Comunidad Valenciana,2020-12-28,139660,323.76,2801,2752,23,279
España,2020-12-28,1879413,246.19,50122,24462,298,279
Extremadura,2020-12-28,35051,400.3,1057,980,13,279
Galicia,2020-12-28,59776,183.18,1359,1306,24,279
Islas Baleares,2020-12-28,34023,514.42,455,1703,3,279
Islas Canarias,2020-12-28,26317,125.29,408,785,10,279
La Rioja,2020-12-28,18095,237.38,585,187,4,279
Melilla,2020-12-28,4445,209.28,43,34,0,279
País Vasco,2020-12-28,109493,212.07,2882,1206,1,279
Principado de Asturias,2020-12-28,26838,116.54,1334,273,21,279
Región de Murcia,2020-12-28,59130,158.11,728,3623,12,279
Andalucía,2020-12-29,261217,134,5083,784,51,280
Aragón,2020-12-29,79122,204.66,2615,273,19,280
Cantabria,2020-12-29,17731,157.12,387,64,6,280
Castilla y León,2020-12-29,131539,142.86,5048,359,9,280
Castilla-La Mancha,2020-12-29,98847,302.82,4074,651,7,280
Cataluña,2020-12-29,349571,330.79,8663,2928,14,280
Ceuta,2020-12-29,3034,102.62,59,14,0,280
Comunidad de Madrid,2020-12-29,391516,349.88,11753,3018,61,280
Comunidad Foral de Navarra,2020-12-29,42210,187.09,957,111,2,280
Comunidad Valenciana,2020-12-29,143242,363.99,2840,3582,39,280
España,2020-12-29,1893502,255.55,50442,14089,320,280
Extremadura,2020-12-29,35568,422.59,1062,517,5,280
Galicia,2020-12-29,60165,186.44,1366,389,7,280
Islas Baleares,2020-12-29,34426,522.85,458,403,3,280
Islas Canarias,2020-12-29,26568,131.19,411,251,3,280
La Rioja,2020-12-29,18128,235.17,586,33,1,280
Melilla,2020-12-29,4489,230.09,43,44,0,280
País Vasco,2020-12-29,109841,209.22,2963,348,81,280
Principado de Asturias,2020-12-29,26912,111.17,1339,74,5,280
Región de Murcia,2020-12-29,59376,160.45,735,246,7,280
Andalucía,2020-12-30,262639,134.59,5100,1422,17,281
Aragón,2020-12-30,79551,216.78,2623,429,8,281
Cantabria,2020-12-30,17843,161.94,388,112,1,281
Castilla y León,2020-12-30,132059,146.65,5071,520,23,281
Castilla-La Mancha,2020-12-30,99606,308.63,4079,759,5,281
Cataluña,2020-12-30,353194,349.48,8689,3623,26,281
Ceuta,2020-12-30,3056,120.32,59,22,0,281
Comunidad de Madrid,2020-12-30,395298,371.24,11827,3782,74,281
Comunidad Foral de Navarra,2020-12-30,42340,192.29,958,130,1,281
Comunidad Valenciana,2020-12-30,145965,377.4,2909,2723,69,281
España,2020-12-30,1910218,265.45,50689,16716,247,281
Extremadura,2020-12-30,36311,459.86,1064,743,2,281
Galicia,2020-12-30,60590,186.22,1371,425,5,281
Islas Baleares,2020-12-30,34974,528.77,465,548,7,281
Islas Canarias,2020-12-30,26859,130.03,414,291,3,281
La Rioja,2020-12-30,18244,254.74,586,116,0,281
Melilla,2020-12-30,4507,213.9,43,18,0,281
País Vasco,2020-12-30,110342,204.32,2963,501,0,281
Principado de Asturias,2020-12-30,27044,112.63,1341,132,2,281
Región de Murcia,2020-12-30,59796,176.52,739,420,4,281
Andalucía,2020-12-31,264371,141.26,5123,1732,23,282
Aragón,2020-12-31,80023,235.58,2634,472,11,282
Cantabria,2020-12-31,17948,166.93,393,105,5,282
Castilla y León,2020-12-31,132611,155.36,5081,552,10,282
Castilla-La Mancha,2020-12-31,100673,329.44,4086,1067,7,282
Cataluña,2020-12-31,356724,369.07,8723,3530,34,282
Ceuta,2020-12-31,3072,132.11,59,16,0,282
Comunidad de Madrid,2020-12-31,399499,400.04,11828,4201,1,282
Comunidad Foral de Navarra,2020-12-31,42494,196.42,960,154,2,282
Comunidad Valenciana,2020-12-31,148797,390.73,2941,2832,32,282
España,2020-12-31,1928265,279.51,50837,18047,148,282
Extremadura,2020-12-31,37208,511.56,1067,897,3,282
Galicia,2020-12-31,61143,190.26,1379,553,8,282
Islas Baleares,2020-12-31,35569,530.86,469,595,4,282
Islas Canarias,2020-12-31,26859,119.53,415,0,1,282
La Rioja,2020-12-31,18426,296.4,586,182,0,282
Melilla,2020-12-31,4540,226.62,43,33,0,282
País Vasco,2020-12-31,110821,207.86,2963,479,0,282
Principado de Asturias,2020-12-31,27171,115.37,1343,127,2,282
Región de Murcia,2020-12-31,60316,197.27,744,520,5,282
Andalucía,2021-01-04,267764,142.71,5146,3393,23,283
Aragón,2021-01-04,80976,257.41,2653,953,19,283
Cantabria,2021-01-04,18331,193.43,399,383,6,283
Castilla y León,2021-01-04,134165,182.37,5093,1554,12,283
Castilla-La Mancha,2021-01-04,103019,356.2,4100,2346,14,283
Cataluña,2021-01-04,360871,337.4,8733,4147,10,283
Ceuta,2021-01-04,3134,189.91,59,62,0,283
Comunidad de Madrid,2021-01-04,403618,375.35,11834,4119,6,283
Comunidad Foral de Navarra,2021-01-04,42904,214.61,970,410,10,283
Comunidad Valenciana,2021-01-04,151903,322.62,2990,3106,49,283
España,2021-01-04,1958844,272.22,51078,30579,241,283
Extremadura,2021-01-04,39305,604,1083,2097,16,283
Galicia,2021-01-04,62843,201.48,1399,1700,20,283
Islas Baleares,2021-01-04,37434,529.9,476,1865,7,283
Islas Canarias,2021-01-04,27888,126.92,429,1029,14,283
La Rioja,2021-01-04,18779,330.81,587,353,1,283
Melilla,2021-01-04,4599,252.06,44,59,1,283
País Vasco,2021-01-04,112222,202.83,2963,1401,0,283
Principado de Asturias,2021-01-04,27559,121.72,1364,388,21,283
Región de Murcia,2021-01-04,61530,238.03,756,1214,12,283
Andalucía,2021-01-05,269693,154.73,5187,1929,41,284
Aragón,2021-01-05,81298,269.24,2659,322,6,284
Cantabria,2021-01-05,18477,207.89,401,146,2,284
Castilla y León,2021-01-05,135366,223,5107,1201,14,284
Castilla-La Mancha,2021-01-05,104102,382.66,4108,1083,8,284
Cataluña,2021-01-05,367906,373.25,8775,7035,42,284
Ceuta,2021-01-05,3163,219.4,59,29,0,284
Comunidad de Madrid,2021-01-05,408040,407.65,11888,4422,54,284
Comunidad Foral de Navarra,2021-01-05,43061,226.38,971,157,1,284
Comunidad Valenciana,2021-01-05,155822,363.81,3071,3919,81,284
España,2021-01-05,1982544,296.29,51430,23700,352,284
Extremadura,2021-01-05,40052,638.56,1089,747,6,284
Galicia,2021-01-05,63292,209.45,1403,449,4,284
Islas Baleares,2021-01-05,37934,530.77,480,500,4,284
Islas Canarias,2021-01-05,28121,130.72,439,233,10,284
La Rioja,2021-01-05,18855,346.28,588,76,1,284
Melilla,2021-01-05,4640,274.03,44,41,0,284
